Name,Archetype,Comp1,Comp2,Comp3,Comp1_dist,Comp2_dist,Comp3_dist
Anthony Edwards,2,Paul George,Jayson Tatum,Zach LaVine,1.9054626986817564,2.088665782171103,2.3928915980617305
James Wiseman,5,Hassan Whiteside,Mitchell Robinson,Anthony Davis,8.180179435903584,8.395909403422026,8.705380151259462
Patrick Williams,5,Gorgui Dieng,Gorgui Dieng,Gorgui Dieng,2.666198178767001,2.6792805865249,2.940477552661865
Isaac Okoro,8,James Johnson,Shai Gilgeous-Alexander,Nemanja Bjelica,2.813611384191115,2.9556594665177127,3.016089586211753
Onyeka Okongwu,5,Anthony Davis,Jonathan Isaac,Mitchell Robinson,4.202463816003523,4.67126451471174,5.343522263283413
Obi Toppin,2,Karl-Anthony Towns,John Collins,Jayson Tatum,3.646847257438774,4.211202952146944,4.352145454915105
Jalen Smith,5,Anthony Davis,Hassan Whiteside,Rudy Gobert,4.248973069228211,4.393313400536195,4.605651179288169
Devin Vassell,5,Jae Crowder,OG Anunoby,Gorgui Dieng,3.912154498279395,4.003381970599029,4.145627473449419
Tyrese Haliburton,2,Ben Simmons,Jimmy Butler,Chris Paul,4.041987356090633,4.160987304522752,4.272586292737064
Kira Lewis Jr.,2,Jrue Holiday,Kyle Lowry,Jimmy Butler,2.0892260457682976,2.2304331119852185,2.5152286569806033
Aaron Nesmith,2,Jayson Tatum,T.J. Warren,Norman Powell,3.591198371286174,3.8848194793127275,4.0023577336911025
Cole Anthony,2,Paul George,Zach LaVine,Caris LeVert,2.2190505707369015,2.488312359341561,2.6419303767482085
Isaiah Stewart,5,Kristaps Porziņģis,John Collins,Myles Turner,3.3229390335370974,3.4665163038444198,3.7046730915232664
Josh Green,8,Donte DiVincenzo,Delon Wright,Marcus Smart,2.4263202342239216,2.775726200871613,2.8074429900573303
Saddiq Bey,8,Gordon Hayward,Danilo Gallinari,Norman Powell,2.656082672157221,2.6612616719300792,2.6637620596440463
Precious Achiuwa,5,Andre Drummond,Kristaps Porziņģis,Anthony Davis,3.6636989347790663,3.6799072909417982,3.6850294862957855
Tyrese Maxey,4,Shai Gilgeous-Alexander,Eric Bledsoe,Alec Burks,2.1525471852395843,2.1981555136854856,2.3102075188270867
Zeke Nnaji,5,Christian Wood,Jonas Valančiūnas,Serge Ibaka,2.6682840054663655,3.0990666641973577,3.116967748930611
Immanuel Quickley,8,Danilo Gallinari,Norman Powell,Jordan Clarkson,2.309681099103755,2.556531706781827,2.7616418909819265
Payton Pritchard,2,Kyrie Irving,Chris Paul,Kawhi Leonard,2.7075424953384886,2.977725688811683,3.064479166767304
Udoka Azubuike,5,Hassan Whiteside,Rudy Gobert,Mitchell Robinson,5.283015894512475,5.547390109069537,5.860636567654655
Jaden McDaniels,5,James Johnson,Jaren Jackson Jr.,James Johnson,3.182925203752506,3.3418880585730473,3.3961396969014515
Malachi Flynn,2,Kawhi Leonard,Chris Paul,Jimmy Butler,3.1813907818173193,3.233100148726331,3.3144797798445627
Desmond Bane,2,Paul George,Kawhi Leonard,Jimmy Butler,2.3816371690639904,2.7649404244700087,2.827163105277277
Tyrell Terry,2,Paul George,Khris Middleton,Chris Paul,2.210395881007362,2.831453896164184,2.929429869149211
Vernon Carey Jr.,5,John Collins,Anthony Davis,Joel Embiid,3.97964177619773,3.992350118664951,4.103345300647741
Daniel Oturu,5,Anthony Davis,Hassan Whiteside,Kristaps Porziņģis,3.8615858179288685,4.443595476797127,4.558790685680157
Xavier Tillman,5,Anthony Davis,Jusuf Nurkić,Jonathan Isaac,3.9651579107129846,4.724379317260003,4.794978324914579
Tyler Bey,5,Steven Adams,Jayson Tatum,Anthony Davis,4.437691811576816,4.441583626600862,4.45746295455296
Saben Lee,2,De'Aaron Fox,Paul George,Zach LaVine,2.2619308768057396,2.3528100241025283,2.358148898791968
Elijah Hughes,2,Jayson Tatum,Kemba Walker,Paul George,2.0911337905167904,2.146401172455515,2.1893797632728202
Robert Woodard II,5,OG Anunoby,Gorgui Dieng,Gorgui Dieng,2.818532423249409,2.8508911704077473,2.854914495290474
Tre Jones,2,Fred VanVleet,Chris Paul,Jimmy Butler,2.3391636052572564,2.401095835677559,2.5488694622296117
Nick Richards,5,Mitchell Robinson,Myles Turner,JaVale McGee,4.046021376711548,4.050116778300631,4.069779549402787
Jahmi'us Ramsey,8,Jayson Tatum,Shai Gilgeous-Alexander,Paul George,2.7997987755110296,2.8764599092338257,2.933549774561957
Jordan Nwora,8,Danilo Gallinari,Kevin Love,Jaylen Brown,2.9567072552113687,3.1300289225991187,3.16073607099404
CJ Elleby,2,Jayson Tatum,Paul George,Kawhi Leonard,2.538224385845101,3.0456478143131727,3.2184576602356922
Nico Mannion,4,Eric Bledsoe,Chris Paul,Kyle Lowry,2.584651786829818,2.725402935185382,2.7477126924740944
Isaiah Joe,8,Norman Powell,Terrence Ross,Alec Burks,2.2599454683538998,2.5062973542948996,2.56468388541115
Skylar Mays,2,Paul George,Chris Paul,Jimmy Butler,2.6177397915999645,3.2149253967845675,3.2172270138155707
Justinian Jessup,8,Norman Powell,T.J. Warren,Shai Gilgeous-Alexander,2.3273643323730124,2.8535202110456384,2.9402752967605412
Cassius Winston,2,Kyrie Irving,Chris Paul,Kyle Lowry,2.972776172515901,3.034443388400566,3.1815155873013734
Cassius Stanley,8,Paul Millsap,Marcus Morris,Nemanja Bjelica,2.540235677904901,2.6367807785356905,2.6434289815667396
Grant Riller,2,Paul George,Kawhi Leonard,Zach LaVine,1.9740422096302885,2.2153943599973633,2.416798700894064
Reggie Perry,2,Joel Embiid,Karl-Anthony Towns,Nikola Vučević,2.1383642402541496,2.6155622280655346,3.3692433183411254
Paul Reed,5,Anthony Davis,Jonathan Isaac,Jusuf Nurkić,3.907574901746882,4.044107480606216,4.7801353328574665
Jalen Harris,2,Paul George,Khris Middleton,Kemba Walker,1.9613253059421683,2.307424583355508,2.5348856776653665
Sam Merrill,2,Khris Middleton,Kemba Walker,Paul George,2.5694365165907627,2.705709206747144,3.1349722287795947
Devon Dotson,2,Kawhi Leonard,Jimmy Butler,Paul George,3.5139942766615664,3.6583899233219657,3.8146905852594704
Ashton Hagans,2,Fred VanVleet,Ricky Rubio,Kyle Lowry,3.216336065198535,3.26689045200565,3.3085345517251077
Markus Howard,2,Kyrie Irving,Bradley Beal,Damian Lillard,3.7242655157456634,3.8457600316981724,3.8621517820936644
Mason Jones,2,Paul George,Kawhi Leonard,Zach LaVine,2.1805748134046987,2.271218320289574,3.096072475058625
Anfernee McLemore,5,Gorgui Dieng,Gorgui Dieng,John Henson,2.02474690985437,2.3142227514090687,2.536418890574054
Myles Powell,2,Paul George,Donovan Mitchell,Zach LaVine,2.312330288134836,2.619491325166524,2.6860941812203354
Trevelin Queen,2,Paul George,Dejounte Murray,Donte DiVincenzo,2.9286841790388136,3.08018131245721,3.432015325819354
Jon Teske,5,Jonathan Isaac,Myles Turner,Brook Lopez,2.9832614103817594,3.312733320825921,3.499200436810372
Killian Tillie,5,Brandon Clarke,Jae Crowder,Christian Wood,3.8063301297581926,4.003322738070391,4.028932022641655
Tres Tinkle,2,Paul George,Kawhi Leonard,Jayson Tatum,1.933856397761484,2.2859247006536187,2.3861189822205437
Kaleb Wesson,5,Joel Embiid,Nikola Vučević,Steven Adams,3.3418111506250026,3.6210672983321746,3.6937679986895695
Kahlil Whitney,6,Jerome Robinson,Amir Coffey,Deonte Burton,1.8990157380396842,2.1615655773328135,2.2877789006002582
Austin Wiley,5,Jarrett Allen,Ivica Zubac,Montrezl Harrell,3.9366984804289755,4.117707748940068,4.468161419033691
LaMelo Ball,2,Jimmy Butler,Paul George,Kyle Lowry,2.911428020547849,3.2507241709092316,3.459804511332469
Killian Hayes,2,Paul George,Kyle Lowry,Chris Paul,3.040623683685411,3.290347548556296,3.3004136274188696
Deni Avdija,8,Patrick Beverley,Nemanja Bjelica,Josh Jackson,3.0668702055499675,3.1705320408192863,3.189145691732624
Aleksej Pokuševski,2,Jayson Tatum,Al Horford,James Johnson,3.5836129406211037,3.7783184299501333,3.8337433477491594
Leandro Bolmaro,8,Josh Jackson,Donte DiVincenzo,Bogdan Bogdanović,3.2250992115204893,3.352092271686328,3.395433167140548
RJ Hampton,8,Donte DiVincenzo,Delon Wright,Josh Jackson,2.8505294587337833,3.029762281725497,3.0484317877396534
Theo Maledon,8,Terence Davis,Josh Jackson,Jordan Clarkson,3.039737429614121,3.119053326223858,3.301028721497149
Vít Krejčí,1,Paul Watson,John Konchar,Javonte Green,2.8582061961823326,3.08816262940736,3.4684272627329964
Marko Simonović,2,Jayson Tatum,Shai Gilgeous-Alexander,Pascal Siakam,2.7369939411477104,3.1248602697376224,3.1732533554947873
Yam Madar,4,Delon Wright,Donte DiVincenzo,Bogdan Bogdanović,3.191883379410135,3.1969749250109545,3.2101904546712463
Paul Eboua,8,Kyle Anderson,Patrick Beverley,Rondae Hollis-Jefferson,3.0372002103816675,3.22457604698154,3.2548284396998377
Abdoulaye N'Doye,8,Patrick Beverley,Cameron Payne,Delon Wright,2.8445616355039203,2.857817821222593,2.9422095483390147
Borisa Simanic,1,Paul Watson,Shaquille Harrison,George Hill,2.375597187522791,3.1685520324399072,3.223094578416535
